StationCode,SampleDate,CollectionTime,CollectionDepth,UnitCollectionDepth,Analyte,Unit,Result,latitude,longitude,PositionWaterColumn,Huc12_name,Huc12_number
801WE0674,5/14/2013 12:00:00 AM,12/30/1899 3:45:00 PM,0.1,m,"Nitrate + Nitrite as N, Total",mg/L,0.0366,34.17617,-116.9839,Subsurface,NA,NA
405BRCAMS,6/7/2011 12:00:00 AM,12/30/1899 2:00:00 PM,0.1,m,"Chloride, Dissolved",mg/L,2.52,34.2738,-117.899,Subsurface,NA,NA
405BRCAMS,6/7/2011 12:00:00 AM,12/30/1899 2:00:00 PM,0.1,m,"Sulfate, Dissolved",mg/L,7.21,34.2738,-117.899,Subsurface,NA,NA
801WE0674,5/14/2013 12:00:00 AM,12/30/1899 3:45:00 PM,0.1,m,"Suspended Sediment Concentration, Particulate",mg/L,9.5,34.17617,-116.9839,Subsurface,NA,NA
801WE0674,5/14/2013 12:00:00 AM,12/30/1899 3:45:00 PM,0.1,m,"Total Suspended Solids, Particulate",mg/L,6.5,34.17617,-116.9839,Subsurface,NA,NA
405BRCAMS,6/7/2011 12:00:00 AM,12/30/1899 2:00:00 PM,0.1,m,"OrthoPhosphate as P, Dissolved",mg/L,0.0206,34.2738,-117.899,Subsurface,NA,NA
801WE0674,5/14/2013 12:00:00 AM,12/30/1899 3:45:00 PM,0.1,m,"Nitrogen, Total, Total",mg/L,0.135,34.17617,-116.9839,Subsurface,NA,NA
405BRCAMS,6/7/2011 12:00:00 AM,12/30/1899 2:00:00 PM,0.1,m,"Nitrate + Nitrite as N, Not Recorded",mg/L,0.0694,34.2738,-117.899,Subsurface,NA,NA
405BRCAMS,6/7/2011 12:00:00 AM,12/30/1899 2:00:00 PM,0.1,m,"Hardness as CaCO3, Total",mg/L,101,34.2738,-117.899,Subsurface,NA,NA
405BRCAMS,6/7/2011 12:00:00 AM,12/30/1899 2:00:00 PM,0.1,m,"Silica as SiO2, Dissolved",mg/L,26.9,34.2738,-117.899,Subsurface,NA,NA
405BRCAMS,6/7/2011 12:00:00 AM,12/30/1899 2:00:00 PM,0.1,m,"Nitrogen, Total, Total",mg/L,0.124,34.2738,-117.899,Subsurface,NA,NA
801WE0674,5/14/2013 12:00:00 AM,12/30/1899 3:45:00 PM,0.1,m,"Sulfate, Dissolved",mg/L,2.12,34.17617,-116.9839,Subsurface,NA,NA
801SAR168,6/24/2013 12:00:00 AM,12/30/1899 5:56:00 PM,0.1,m,"Oxygen, Dissolved, Total",mg/L,8.54,34.17887,-116.84719,Subsurface,Deer Creek-Santa Ana River,180702030202
801SAR168,6/24/2013 12:00:00 AM,12/30/1899 5:56:00 PM,0.1,m,"SpecificConductivity, Total",uS/cm,107.3,34.17887,-116.84719,Subsurface,Deer Creek-Santa Ana River,180702030202
801RB8380,7/1/2013 12:00:00 AM,12/30/1899 3:03:00 PM,0.1,m,"SpecificConductivity, Total",uS/cm,68,34.165882,-116.880191,Subsurface,Deer Creek-Santa Ana River,180702030202
801SAR168,6/24/2013 12:00:00 AM,12/30/1899 5:56:00 PM,0.1,m,pH,none,8.12,34.17887,-116.84719,Subsurface,Deer Creek-Santa Ana River,180702030202
626PS1195,5/23/2013 12:00:00 AM,12/30/1899 9:15:00 AM,0.1,m,"Alkalinity as CaCO3, Total",mg/L,170,34.45460936,-118.017196,Subsurface,NA,NA
801RB8607,7/19/2011 12:00:00 AM,12/30/1899 5:00:00 PM,0.1,m,"Salinity, Total",ppt,0.05,34.18269,-116.8662,Subsurface,NA,NA
801RB8607,7/19/2011 12:00:00 AM,12/30/1899 5:00:00 PM,0.1,m,pH,none,7.8,34.18269,-116.8662,Subsurface,NA,NA
801CJW027,7/8/2012 12:00:00 AM,12/30/1899 10:40:00 AM,0.1,m,"Salinity, Total",ppt,0.36,34.306522607,-117.47032066,Subsurface,Upper Cajon Wash,180702030301
801HNC203,7/23/2012 12:00:00 AM,12/30/1899 2:45:00 PM,0.1,m,pH,none,7.7,34.18731,-116.91927,Subsurface,Deer Creek-Santa Ana River,180702030202
626PS1195,5/23/2013 12:00:00 AM,12/30/1899 9:15:00 AM,-88,m,Velocity,ft/s,0,34.45460936,-118.017196,Subsurface,NA,NA
801RB8607,7/19/2011 12:00:00 AM,12/30/1899 5:00:00 PM,0.1,m,"Oxygen, Dissolved, Total",mg/L,16.2,34.18269,-116.8662,Subsurface,NA,NA
801HNC203,7/23/2012 12:00:00 AM,12/30/1899 2:45:00 PM,0.1,m,"SpecificConductivity, Total",uS/cm,194.6,34.18731,-116.91927,Subsurface,Deer Creek-Santa Ana River,180702030202
801MIC370,7/8/2012 12:00:00 AM,12/30/1899 3:00:00 PM,0.1,m,"SpecificConductivity, Total",uS/cm,340.3,34.100128875,-117.02320237,Subsurface,Mill Creek,180702030501
801RB8380,7/1/2013 12:00:00 AM,12/30/1899 3:03:00 PM,0.1,m,"Salinity, Total",ppt,0.03,34.165882,-116.880191,Subsurface,Deer Creek-Santa Ana River,180702030202
801SAR168,6/24/2013 12:00:00 AM,12/30/1899 5:56:00 PM,0.1,m,Temperature,Deg C,12.7,34.17887,-116.84719,Subsurface,Deer Creek-Santa Ana River,180702030202
801CJW027,7/8/2012 12:00:00 AM,12/30/1899 10:40:00 AM,0.1,m,"Oxygen, Dissolved, Total",mg/L,5.5,34.306522607,-117.47032066,Subsurface,Upper Cajon Wash,180702030301
801CJW027,7/8/2012 12:00:00 AM,12/30/1899 10:40:00 AM,0.1,m,Temperature,Deg C,17.7,34.306522607,-117.47032066,Subsurface,Upper Cajon Wash,180702030301
801MIC370,7/8/2012 12:00:00 AM,12/30/1899 3:00:00 PM,0.1,m,"Oxygen, Dissolved, Total",mg/L,6.78,34.100128875,-117.02320237,Subsurface,Mill Creek,180702030501
801MIC370,7/8/2012 12:00:00 AM,12/30/1899 3:00:00 PM,0.1,m,"Salinity, Total",ppt,0.16,34.100128875,-117.02320237,Subsurface,Mill Creek,180702030501
801RB8607,7/19/2011 12:00:00 AM,12/30/1899 5:00:00 PM,0.1,m,Temperature,Deg C,10.21,34.18269,-116.8662,Subsurface,NA,NA
801CJW027,7/8/2012 12:00:00 AM,12/30/1899 10:40:00 AM,0.1,m,pH,none,7.52,34.306522607,-117.47032066,Subsurface,Upper Cajon Wash,180702030301
801MIC370,6/27/2012 12:00:00 AM,12/30/1899 3:00:00 PM,-88,m,Velocity,ft/s,0,34.100128875,-117.02320237,Subsurface,Mill Creek,180702030501
801MIC370,7/8/2012 12:00:00 AM,12/30/1899 3:00:00 PM,0.1,m,Temperature,Deg C,23,34.100128875,-117.02320237,Subsurface,Mill Creek,180702030501
626PS1195,5/23/2013 12:00:00 AM,12/30/1899 9:15:00 AM,0.1,m,"Salinity, Total",ppt,0.2,34.45460936,-118.017196,Subsurface,NA,NA
626PS1195,5/23/2013 12:00:00 AM,12/30/1899 9:15:00 AM,0.1,m,pH,none,8.3,34.45460936,-118.017196,Subsurface,NA,NA
801CJW027,7/8/2012 12:00:00 AM,12/30/1899 10:40:00 AM,0.1,m,"SpecificConductivity, Total",uS/cm,731,34.306522607,-117.47032066,Subsurface,Upper Cajon Wash,180702030301
801HNC203,7/23/2012 12:00:00 AM,12/30/1899 2:45:00 PM,0.1,m,"Salinity, Total",ppt,0.09,34.18731,-116.91927,Subsurface,Deer Creek-Santa Ana River,180702030202
801HNC203,7/23/2012 12:00:00 AM,12/30/1899 2:45:00 PM,0.1,m,Temperature,Deg C,16.2,34.18731,-116.91927,Subsurface,Deer Creek-Santa Ana River,180702030202
801RB8380,7/1/2013 12:00:00 AM,12/30/1899 3:03:00 PM,0.1,m,pH,none,8.05,34.165882,-116.880191,Subsurface,Deer Creek-Santa Ana River,180702030202
801SAR168,6/24/2013 12:00:00 AM,12/30/1899 5:56:00 PM,0.1,m,"Salinity, Total",ppt,0.05,34.17887,-116.84719,Subsurface,Deer Creek-Santa Ana River,180702030202
801HNC203,7/17/2012 12:00:00 AM,12/30/1899 12:00:00 PM,-88,m,Velocity,ft/s,0,34.18731,-116.91927,Subsurface,Deer Creek-Santa Ana River,180702030202
801HNC203,7/23/2012 12:00:00 AM,12/30/1899 2:45:00 PM,0.1,m,"Oxygen, Dissolved, Total",mg/L,7.48,34.18731,-116.91927,Subsurface,Deer Creek-Santa Ana River,180702030202
801SAR168,6/19/2013 12:00:00 AM,12/30/1899 2:30:00 PM,-88,m,Velocity,ft/s,0,34.17887,-116.84719,Subsurface,Deer Creek-Santa Ana River,180702030202
801RB8380,7/1/2013 12:00:00 AM,12/30/1899 3:03:00 PM,0.1,m,"Oxygen, Dissolved, Total",mg/L,6.89,34.165882,-116.880191,Subsurface,Deer Creek-Santa Ana River,180702030202
626PS1195,5/23/2013 12:00:00 AM,12/30/1899 9:15:00 AM,0.1,m,"Oxygen, Dissolved, Total",mg/L,7.87,34.45460936,-118.017196,Subsurface,NA,NA
626PS1195,5/23/2013 12:00:00 AM,12/30/1899 9:15:00 AM,0.1,m,"SpecificConductivity, Total",uS/cm,411.9,34.45460936,-118.017196,Subsurface,NA,NA
626PS1195,5/23/2013 12:00:00 AM,12/30/1899 9:15:00 AM,0.1,m,Temperature,Deg C,15.1,34.45460936,-118.017196,Subsurface,NA,NA
626PS1195,5/23/2013 12:00:00 AM,12/30/1899 9:15:00 AM,0.1,m,"Turbidity, Total",NTU,0.19,34.45460936,-118.017196,Subsurface,NA,NA
801RB8607,7/19/2011 12:00:00 AM,12/30/1899 5:00:00 PM,-88,m,Velocity,ft/s,0,34.18269,-116.8662,Subsurface,NA,NA
801RB8380,7/1/2013 12:00:00 AM,12/30/1899 3:03:00 PM,0.1,m,Temperature,Deg C,15.2,34.165882,-116.880191,Subsurface,Deer Creek-Santa Ana River,180702030202
801HNC203,7/23/2012 12:00:00 AM,12/30/1899 2:45:00 PM,0.1,m,pH,none,7.2,34.18731,-116.91927,Subsurface,Deer Creek-Santa Ana River,180702030202
801MIC370,7/8/2012 12:00:00 AM,12/30/1899 3:00:00 PM,0.1,m,"Phosphorus as P, Total",mg/L,0.062,34.100128875,-117.02320237,Subsurface,Mill Creek,180702030501
801SAR168,6/24/2013 12:00:00 AM,12/30/1899 5:56:00 PM,0.1,m,"Lead, Dissolved",ug/L,0.21,34.17887,-116.84719,Subsurface,Deer Creek-Santa Ana River,180702030202
801SAR168,6/24/2013 12:00:00 AM,12/30/1899 5:56:00 PM,0.1,m,"Molybdenum, Total",ug/L,1.6,34.17887,-116.84719,Subsurface,Deer Creek-Santa Ana River,180702030202
801SAR168,6/24/2013 12:00:00 AM,12/30/1899 5:56:00 PM,0.1,m,"Tin, Total",ug/L,0.1,34.17887,-116.84719,Subsurface,Deer Creek-Santa Ana River,180702030202
801SAR168,6/24/2013 12:00:00 AM,12/30/1899 5:56:00 PM,0.1,m,"Vanadium, Dissolved",ug/L,1.1,34.17887,-116.84719,Subsurface,Deer Creek-Santa Ana River,180702030202
801RB8380,7/1/2013 12:00:00 AM,12/30/1899 3:03:00 PM,0.1,m,"Antimony, Total",ug/L,0.1,34.165882,-116.880191,Subsurface,Deer Creek-Santa Ana River,180702030202
801RB8380,7/1/2013 12:00:00 AM,12/30/1899 3:03:00 PM,0.1,m,"Barium, Total",ug/L,53.6,34.165882,-116.880191,Subsurface,Deer Creek-Santa Ana River,180702030202
801RB8380,7/1/2013 12:00:00 AM,12/30/1899 3:03:00 PM,0.1,m,"Copper, Dissolved",ug/L,0.4,34.165882,-116.880191,Subsurface,Deer Creek-Santa Ana River,180702030202
801RB8380,7/1/2013 12:00:00 AM,12/30/1899 3:03:00 PM,0.1,m,"Copper, Total",ug/L,3.1,34.165882,-116.880191,Subsurface,Deer Creek-Santa Ana River,180702030202
801RB8380,7/1/2013 12:00:00 AM,12/30/1899 3:03:00 PM,0.1,m,"Strontium, Dissolved",ug/L,60.4,34.165882,-116.880191,Subsurface,Deer Creek-Santa Ana River,180702030202
801RB8380,7/1/2013 12:00:00 AM,12/30/1899 3:03:00 PM,0.1,m,"Strontium, Total",ug/L,85.2,34.165882,-116.880191,Subsurface,Deer Creek-Santa Ana River,180702030202
801RB8380,7/1/2013 12:00:00 AM,12/30/1899 3:03:00 PM,0.1,m,"Tin, Total",ug/L,1.9,34.165882,-116.880191,Subsurface,Deer Creek-Santa Ana River,180702030202
801RB8380,7/1/2013 12:00:00 AM,12/30/1899 3:03:00 PM,0.1,m,"Zinc, Dissolved",ug/L,12.1,34.165882,-116.880191,Subsurface,Deer Creek-Santa Ana River,180702030202
801RB8380,7/1/2013 12:00:00 AM,12/30/1899 3:03:00 PM,0.1,m,"SpecificConductivity, Total",uS/cm,93,34.165882,-116.880191,Subsurface,Deer Creek-Santa Ana River,180702030202
626PS1195,5/23/2013 12:00:00 AM,12/30/1899 9:15:00 AM,0.1,m,"Silica as SiO2, Dissolved",mg/L,15.6,34.45460936,-118.017196,Subsurface,NA,NA
626PS1195,5/23/2013 12:00:00 AM,12/30/1899 9:15:00 AM,-88,m,"Chlorophyll a, Particulate",mg/m2,19.8,34.45460936,-118.017196,Not Applicable,NA,NA
626PS1195,5/23/2013 12:00:00 AM,12/30/1899 9:15:00 AM,0.1,m,"OrthoPhosphate as P, Dissolved",mg/L,0.0162,34.45460936,-118.017196,Subsurface,NA,NA
626PS1195,5/23/2013 12:00:00 AM,12/30/1899 9:15:00 AM,0.1,m,"Ammonia as N, Total",mg/L,0.0057,34.45460936,-118.017196,Subsurface,NA,NA
801RB8607,7/19/2011 12:00:00 AM,12/30/1899 5:00:00 PM,0.1,m,"SpecificConductivity, Total",uS/cm,117,34.18269,-116.8662,Subsurface,NA,NA
801MIC370,7/8/2012 12:00:00 AM,12/30/1899 3:00:00 PM,0.1,m,pH,none,8.42,34.100128875,-117.02320237,Subsurface,Mill Creek,180702030501
626PS1195,5/23/2013 12:00:00 AM,12/30/1899 9:15:00 AM,0.1,m,"Nitrogen, Total, Total",mg/L,0.0473,34.45460936,-118.017196,Subsurface,NA,NA
626PS1195,5/23/2013 12:00:00 AM,12/30/1899 9:15:00 AM,0.1,m,"Chloride, Dissolved",mg/L,5.59,34.45460936,-118.017196,Subsurface,NA,NA
626PS1195,5/23/2013 12:00:00 AM,12/30/1899 9:15:00 AM,0.1,m,"Hardness as CaCO3, Total",mg/L,166,34.45460936,-118.017196,Subsurface,NA,NA
626PS1195,5/23/2013 12:00:00 AM,12/30/1899 9:15:00 AM,0.1,m,"Dissolved Organic Carbon, Dissolved",mg/L,1.32,34.45460936,-118.017196,Subsurface,NA,NA
626PS1195,5/23/2013 12:00:00 AM,12/30/1899 9:15:00 AM,0.1,m,"Phosphorus as P, Total",mg/L,0.0043,34.45460936,-118.017196,Subsurface,NA,NA
626PS1195,5/23/2013 12:00:00 AM,12/30/1899 9:15:00 AM,-88,m,"AFDM_Algae, Particulate",g/m2,6,34.45460936,-118.017196,Not Applicable,NA,NA
626PS1195,5/23/2013 12:00:00 AM,12/30/1899 9:15:00 AM,0.1,m,"Total Suspended Solids, Particulate",mg/L,0.4,34.45460936,-118.017196,Subsurface,NA,NA
626PS1195,5/23/2013 12:00:00 AM,12/30/1899 9:15:00 AM,-88,m,"Microcystins, Total, Particulate",ug/m2,78.4690535,34.45460936,-118.017196,Not Applicable,NA,NA
626PS1195,5/23/2013 12:00:00 AM,12/30/1899 9:15:00 AM,0.1,m,"Sulfate, Dissolved",mg/L,31.7,34.45460936,-118.017196,Subsurface,NA,NA
801HNC203,7/23/2012 12:00:00 AM,12/30/1899 2:45:00 PM,0.1,m,"Turbidity, Total",NTU,2,34.18731,-116.91927,Subsurface,Deer Creek-Santa Ana River,180702030202
801MIC370,7/8/2012 12:00:00 AM,12/30/1899 3:00:00 PM,0.1,m,"Total Suspended Solids, Particulate",mg/L,25.2,34.100128875,-117.02320237,Subsurface,Mill Creek,180702030501
801RB8380,7/1/2013 12:00:00 AM,12/30/1899 3:03:00 PM,0.1,m,"Antimony, Dissolved",ug/L,0.1,34.165882,-116.880191,Subsurface,Deer Creek-Santa Ana River,180702030202
801RB8380,7/1/2013 12:00:00 AM,12/30/1899 3:03:00 PM,0.1,m,"Barium, Dissolved",ug/L,7.7,34.165882,-116.880191,Subsurface,Deer Creek-Santa Ana River,180702030202
801RB8380,7/1/2013 12:00:00 AM,12/30/1899 3:03:00 PM,0.1,m,"Cobalt, Total",ug/L,3.8,34.165882,-116.880191,Subsurface,Deer Creek-Santa Ana River,180702030202
801RB8380,7/1/2013 12:00:00 AM,12/30/1899 3:03:00 PM,0.1,m,"Manganese, Total",ug/L,559,34.165882,-116.880191,Subsurface,Deer Creek-Santa Ana River,180702030202
801RB8380,7/1/2013 12:00:00 AM,12/30/1899 3:03:00 PM,0.1,m,"Tin, Dissolved",ug/L,1.9,34.165882,-116.880191,Subsurface,Deer Creek-Santa Ana River,180702030202
801RB8380,7/1/2013 12:00:00 AM,12/30/1899 3:03:00 PM,0.1,m,"Zinc, Total",ug/L,24.8,34.165882,-116.880191,Subsurface,Deer Creek-Santa Ana River,180702030202
801RB8380,7/1/2013 12:00:00 AM,12/30/1899 3:03:00 PM,0.1,m,"Total Suspended Solids, Particulate",mg/L,99.7,34.165882,-116.880191,Subsurface,Deer Creek-Santa Ana River,180702030202
801SAR168,6/24/2013 12:00:00 AM,12/30/1899 5:56:00 PM,0.1,m,"Barium, Total",ug/L,10.9,34.17887,-116.84719,Subsurface,Deer Creek-Santa Ana River,180702030202
801SAR168,6/24/2013 12:00:00 AM,12/30/1899 5:56:00 PM,0.1,m,"Iron, Dissolved",ug/L,276,34.17887,-116.84719,Subsurface,Deer Creek-Santa Ana River,180702030202
801SAR168,6/24/2013 12:00:00 AM,12/30/1899 5:56:00 PM,0.1,m,"Manganese, Dissolved",ug/L,19.8,34.17887,-116.84719,Subsurface,Deer Creek-Santa Ana River,180702030202
801SAR168,6/24/2013 12:00:00 AM,12/30/1899 5:56:00 PM,0.1,m,"Nitrogen, Total, Total",mg/L,0.093,34.17887,-116.84719,Subsurface,Deer Creek-Santa Ana River,180702030202
801SAR168,6/24/2013 12:00:00 AM,12/30/1899 5:56:00 PM,0.1,m,"Chromium, Total",ug/L,0.8,34.17887,-116.84719,Subsurface,Deer Creek-Santa Ana River,180702030202
801SAR168,6/24/2013 12:00:00 AM,12/30/1899 5:56:00 PM,0.1,m,"Lead, Total",ug/L,0.19,34.17887,-116.84719,Subsurface,Deer Creek-Santa Ana River,180702030202
801SAR168,6/24/2013 12:00:00 AM,12/30/1899 5:56:00 PM,0.1,m,"Molybdenum, Dissolved",ug/L,1.6,34.17887,-116.84719,Subsurface,Deer Creek-Santa Ana River,180702030202
801SAR168,6/24/2013 12:00:00 AM,12/30/1899 5:56:00 PM,0.1,m,"Vanadium, Total",ug/L,1.2,34.17887,-116.84719,Subsurface,Deer Creek-Santa Ana River,180702030202
801SAR168,6/24/2013 12:00:00 AM,12/30/1899 5:56:00 PM,0.1,m,"Zinc, Total",ug/L,0.6,34.17887,-116.84719,Subsurface,Deer Creek-Santa Ana River,180702030202
801RB8380,7/1/2013 12:00:00 AM,12/30/1899 3:03:00 PM,0.1,m,"Arsenic, Total",ug/L,0.3,34.165882,-116.880191,Subsurface,Deer Creek-Santa Ana River,180702030202
801RB8380,7/1/2013 12:00:00 AM,12/30/1899 3:03:00 PM,0.1,m,pH,none,6.9,34.165882,-116.880191,Subsurface,Deer Creek-Santa Ana River,180702030202
801CJW027,7/8/2012 12:00:00 AM,12/30/1899 10:40:00 AM,0.1,m,"Chloride, Dissolved",mg/L,29.47,34.306522607,-117.47032066,Subsurface,Upper Cajon Wash,180702030301
801HNC203,7/23/2012 12:00:00 AM,12/30/1899 2:45:00 PM,0.1,m,"Hardness as CaCO3, Total",mg/L,82.1,34.18731,-116.91927,Subsurface,Deer Creek-Santa Ana River,180702030202
801MIC370,7/8/2012 12:00:00 AM,12/30/1899 3:00:00 PM,0.1,m,"Alkalinity as CaCO3, Total",mg/L,137.4,34.100128875,-117.02320237,Subsurface,Mill Creek,180702030501
801SAR168,6/24/2013 12:00:00 AM,12/30/1899 5:56:00 PM,0.1,m,"Chromium, Dissolved",ug/L,0.8,34.17887,-116.84719,Subsurface,Deer Creek-Santa Ana River,180702030202
801SAR168,6/24/2013 12:00:00 AM,12/30/1899 5:56:00 PM,0.1,m,"Manganese, Total",ug/L,20.2,34.17887,-116.84719,Subsurface,Deer Creek-Santa Ana River,180702030202
801SAR168,6/24/2013 12:00:00 AM,12/30/1899 5:56:00 PM,0.1,m,"Nickel, Total",ug/L,0.3,34.17887,-116.84719,Subsurface,Deer Creek-Santa Ana River,180702030202
801MIC370,7/8/2012 12:00:00 AM,12/30/1899 3:00:00 PM,0.1,m,pH,none,8.1,34.100128875,-117.02320237,Subsurface,Mill Creek,180702030501
801RB8380,7/1/2013 12:00:00 AM,12/30/1899 3:03:00 PM,0.1,m,"Chromium, Dissolved",ug/L,0.6,34.165882,-116.880191,Subsurface,Deer Creek-Santa Ana River,180702030202
801RB8380,7/1/2013 12:00:00 AM,12/30/1899 3:03:00 PM,0.1,m,"Nickel, Dissolved",ug/L,0.2,34.165882,-116.880191,Subsurface,Deer Creek-Santa Ana River,180702030202
801RB8380,7/1/2013 12:00:00 AM,12/30/1899 3:03:00 PM,0.1,m,"Nickel, Total",ug/L,2.5,34.165882,-116.880191,Subsurface,Deer Creek-Santa Ana River,180702030202
801RB8380,7/1/2013 12:00:00 AM,12/30/1899 3:03:00 PM,0.1,m,"Titanium, Total",ug/L,13.7,34.165882,-116.880191,Subsurface,Deer Creek-Santa Ana River,180702030202
801RB8380,7/1/2013 12:00:00 AM,12/30/1899 3:03:00 PM,0.1,m,"Turbidity, Total",NTU,49.5,34.165882,-116.880191,Subsurface,Deer Creek-Santa Ana River,180702030202
801CJW027,7/8/2012 12:00:00 AM,12/30/1899 10:40:00 AM,0.1,m,"Total Suspended Solids, Particulate",mg/L,2.4,34.306522607,-117.47032066,Subsurface,Upper Cajon Wash,180702030301
801CJW027,7/8/2012 12:00:00 AM,12/30/1899 10:40:00 AM,0.1,m,"Hardness as CaCO3, Total",mg/L,335.5,34.306522607,-117.47032066,Subsurface,Upper Cajon Wash,180702030301
801HNC203,7/23/2012 12:00:00 AM,12/30/1899 2:45:00 PM,0.1,m,"Total Suspended Solids, Particulate",mg/L,16.7,34.18731,-116.91927,Subsurface,Deer Creek-Santa Ana River,180702030202
801MIC370,7/8/2012 12:00:00 AM,12/30/1899 3:00:00 PM,0.1,m,"Nitrate as N, Dissolved",mg/L,0.33,34.100128875,-117.02320237,Subsurface,Mill Creek,180702030501
801RB8380,6/26/2013 12:00:00 AM,12/30/1899 10:00:00 AM,-88,m,"Chlorophyll a, Particulate",mg/m2,3.203,34.165882,-116.880191,Not Applicable,Deer Creek-Santa Ana River,180702030202
801RB8380,7/1/2013 12:00:00 AM,12/30/1899 3:03:00 PM,0.1,m,"Molybdenum, Dissolved",ug/L,3.1,34.165882,-116.880191,Subsurface,Deer Creek-Santa Ana River,180702030202
801SAR168,6/24/2013 12:00:00 AM,12/30/1899 5:56:00 PM,0.1,m,"Antimony, Dissolved",ug/L,0.1,34.17887,-116.84719,Subsurface,Deer Creek-Santa Ana River,180702030202
801SAR168,6/24/2013 12:00:00 AM,12/30/1899 5:56:00 PM,0.1,m,"Antimony, Total",ug/L,0.1,34.17887,-116.84719,Subsurface,Deer Creek-Santa Ana River,180702030202
801SAR168,6/24/2013 12:00:00 AM,12/30/1899 5:56:00 PM,0.1,m,"Nickel, Dissolved",ug/L,0.3,34.17887,-116.84719,Subsurface,Deer Creek-Santa Ana River,180702030202
801SAR168,6/24/2013 12:00:00 AM,12/30/1899 5:56:00 PM,0.1,m,"Tin, Dissolved",ug/L,0.1,34.17887,-116.84719,Subsurface,Deer Creek-Santa Ana River,180702030202
801SAR168,6/24/2013 12:00:00 AM,12/30/1899 5:56:00 PM,0.1,m,"Titanium, Dissolved",ug/L,1.4,34.17887,-116.84719,Subsurface,Deer Creek-Santa Ana River,180702030202
801SAR168,6/24/2013 12:00:00 AM,12/30/1899 5:56:00 PM,0.1,m,"SpecificConductivity, Total",uS/cm,149.9,34.17887,-116.84719,Subsurface,Deer Creek-Santa Ana River,180702030202
801CJW027,7/8/2012 12:00:00 AM,12/30/1899 10:40:00 AM,0.1,m,"Nitrite as N, Dissolved",mg/L,0.04,34.306522607,-117.47032066,Subsurface,Upper Cajon Wash,180702030301
801MIC370,7/8/2012 12:00:00 AM,12/30/1899 3:00:00 PM,0.1,m,"Chloride, Dissolved",mg/L,3.24,34.100128875,-117.02320237,Subsurface,Mill Creek,180702030501
801RB8380,7/1/2013 12:00:00 AM,12/30/1899 3:03:00 PM,0.1,m,"Hardness as CaCO3, Total",mg/L,31.6,34.165882,-116.880191,Subsurface,Deer Creek-Santa Ana River,180702030202
801RB8380,7/1/2013 12:00:00 AM,12/30/1899 3:03:00 PM,0.1,m,"Iron, Dissolved",ug/L,123,34.165882,-116.880191,Subsurface,Deer Creek-Santa Ana River,180702030202
801RB8380,7/1/2013 12:00:00 AM,12/30/1899 3:03:00 PM,0.1,m,"Manganese, Dissolved",ug/L,0.3,34.165882,-116.880191,Subsurface,Deer Creek-Santa Ana River,180702030202
801RB8380,7/1/2013 12:00:00 AM,12/30/1899 3:03:00 PM,0.1,m,"Alkalinity as CaCO3, Total",mg/L,34.8,34.165882,-116.880191,Subsurface,Deer Creek-Santa Ana River,180702030202
801SAR168,6/19/2013 12:00:00 AM,12/30/1899 2:30:00 PM,-88,m,"AFDM_Algae, Particulate",g/m2,35.9692,34.17887,-116.84719,Not Applicable,Deer Creek-Santa Ana River,180702030202
801SAR168,6/24/2013 12:00:00 AM,12/30/1899 5:56:00 PM,0.1,m,"Hardness as CaCO3, Total",mg/L,52.5,34.17887,-116.84719,Subsurface,Deer Creek-Santa Ana River,180702030202
801SAR168,6/24/2013 12:00:00 AM,12/30/1899 5:56:00 PM,0.1,m,"Aluminum, Total",ug/L,63,34.17887,-116.84719,Subsurface,Deer Creek-Santa Ana River,180702030202
801SAR168,6/24/2013 12:00:00 AM,12/30/1899 5:56:00 PM,0.1,m,"Titanium, Total",ug/L,1.6,34.17887,-116.84719,Subsurface,Deer Creek-Santa Ana River,180702030202
801SAR168,6/24/2013 12:00:00 AM,12/30/1899 5:56:00 PM,0.1,m,"Zinc, Dissolved",ug/L,0.4,34.17887,-116.84719,Subsurface,Deer Creek-Santa Ana River,180702030202
801SAR168,6/24/2013 12:00:00 AM,12/30/1899 5:56:00 PM,0.1,m,"Total Suspended Solids, Particulate",mg/L,9.1,34.17887,-116.84719,Subsurface,Deer Creek-Santa Ana River,180702030202
801SAR168,6/24/2013 12:00:00 AM,12/30/1899 5:56:00 PM,0.1,m,"Alkalinity as CaCO3, Total",mg/L,57.4,34.17887,-116.84719,Subsurface,Deer Creek-Santa Ana River,180702030202
801RB8380,6/26/2013 12:00:00 AM,12/30/1899 10:00:00 AM,-88,m,"AFDM_Algae, Particulate",g/m2,172.7506,34.165882,-116.880191,Not Applicable,Deer Creek-Santa Ana River,180702030202
801RB8380,7/1/2013 12:00:00 AM,12/30/1899 3:03:00 PM,0.1,m,"Aluminum, Total",ug/L,1327,34.165882,-116.880191,Subsurface,Deer Creek-Santa Ana River,180702030202
801RB8380,7/1/2013 12:00:00 AM,12/30/1899 3:03:00 PM,0.1,m,"Chromium, Total",ug/L,2.5,34.165882,-116.880191,Subsurface,Deer Creek-Santa Ana River,180702030202
801RB8380,7/1/2013 12:00:00 AM,12/30/1899 3:03:00 PM,0.1,m,"Molybdenum, Total",ug/L,2.1,34.165882,-116.880191,Subsurface,Deer Creek-Santa Ana River,180702030202
